original_column_name,column_name,column_description,data_format,value_description
PurchaseOrderID,PurchaseOrderID,,DOUBLE,
PurchaseOrderLineID,PurchaseOrderLineID,,DOUBLE,
StockItemID,StockItemID,,DOUBLE,
ExpectedUnitPricePerOuter,ExpectedUnitPricePerOuter,,DOUBLE,
LastEditedWhen,LastEditedWhen,,DOUBLE,
Description,Description,,TEXT,
IsOrderLineFinalized,IsOrderLineFinalized,,DOUBLE,
LastReceiptDate,LastReceiptDate,,TEXT,
OrderedOuters,OrderedOuters,,DOUBLE,
ReceivedOuters,ReceivedOuters,,DOUBLE,
PackageTypeID,PackageTypeID,,DOUBLE,
LastEditedBy,LastEditedBy,,DOUBLE,
