original_column_name,column_name,column_description,data_format,value_description
BillToCustomerID,BillToCustomerID,,DOUBLE,
CustomerID,CustomerID,,DOUBLE,
PhoneNumber,PhoneNumber,,TEXT,
DeliveryAddressLine1,DeliveryAddressLine1,,TEXT,
LastEditedBy,LastEditedBy,,DOUBLE,
DeliveryLocation,DeliveryLocation,,DOUBLE,
ValidTo,ValidTo,,DOUBLE,
PostalPostalCode,PostalPostalCode,,DOUBLE,
PrimaryContactPersonID,PrimaryContactPersonID,,DOUBLE,
PostalAddressLine1,PostalAddressLine1,,TEXT,
DeliveryRun,DeliveryRun,,TEXT,
IsOnCreditHold,IsOnCreditHold,,DOUBLE,
WebsiteURL,WebsiteURL,,TEXT,
FaxNumber,FaxNumber,,TEXT,
CustomerCategoryID,CustomerCategoryID,,DOUBLE,
AlternateContactPersonID,AlternateContactPersonID,,TEXT,
DeliveryCityID,DeliveryCityID,,DOUBLE,
PostalAddressLine2,PostalAddressLine2,,TEXT,
AccountOpenedDate,AccountOpenedDate,,DATE,
StandardDiscountPercentage,StandardDiscountPercentage,,DOUBLE,
RunPosition,RunPosition,,TEXT,
CreditLimit,CreditLimit,,TEXT,
IsStatementSent,IsStatementSent,,DOUBLE,
CustomerName,CustomerName,,TEXT,
PaymentDays,PaymentDays,,DOUBLE,
DeliveryMethodID,DeliveryMethodID,,DOUBLE,
DeliveryAddressLine2,DeliveryAddressLine2,,TEXT,
PostalCityID,PostalCityID,,DOUBLE,
BuyingGroupID,BuyingGroupID,,TEXT,
DeliveryPostalCode,DeliveryPostalCode,,DOUBLE,
ValidFrom,ValidFrom,,DOUBLE,
