original_column_name,column_name,column_description,data_format,value_description
study_id,study_id,,TEXT,
pmid,pmid,,TEXT,
oddsr_ci_lower,oddsr_ci_lower,,DOUBLE,
tag_pos,tag_pos,,DOUBLE,
pub_journal,pub_journal,,TEXT,
beta,beta,,DOUBLE,
posterior_prob,posterior_prob,,DOUBLE,
lead_ref,lead_ref,,TEXT,
overall_r2,overall_r2,,DOUBLE,
lead_chrom,lead_chrom,,TEXT,
SAS_1000G_prop,SAS_1000G_prop,,DOUBLE,
pval_exponent,pval_exponent,,DOUBLE,
AMR_1000G_prop,AMR_1000G_prop,,DOUBLE,
ancestry_replication,ancestry_replication,,JSON,
n_initial,n_initial,,DOUBLE,
EUR_1000G_prop,EUR_1000G_prop,,DOUBLE,
trait_category,trait_category,,TEXT,
pub_title,pub_title,,TEXT,
tag_chrom,tag_chrom,,TEXT,
n_replication,n_replication,,DOUBLE,
source,source,,TEXT,
tag_alt,tag_alt,,TEXT,
trait_reported,trait_reported,,TEXT,
ancestry_initial,ancestry_initial,,JSON,
pub_author,pub_author,,TEXT,
log10_ABF,log10_ABF,,DOUBLE,
odds_ratio,odds_ratio,,DOUBLE,
pval_mantissa,pval_mantissa,,DOUBLE,
direction,direction,,TEXT,
pics_95perc_credset,pics_95perc_credset,,BOOLEAN,
EAS_1000G_prop,EAS_1000G_prop,,DOUBLE,
pval,pval,,DOUBLE,
lead_pos,lead_pos,,DOUBLE,
n_cases,n_cases,,DOUBLE,
trait_efos,trait_efos,,JSON,
oddsr_ci_upper,oddsr_ci_upper,,DOUBLE,
pub_date,pub_date,,TEXT,
beta_ci_lower,beta_ci_lower,,DOUBLE,
lead_alt,lead_alt,,TEXT,
num_assoc_loci,num_assoc_loci,,DOUBLE,
AFR_1000G_prop,AFR_1000G_prop,,DOUBLE,
has_sumstats,has_sumstats,,BOOLEAN,
tag_ref,tag_ref,,TEXT,
beta_ci_upper,beta_ci_upper,,DOUBLE,
