original_column_name,column_name,column_description,data_format,value_description
tree_id,tree_id,,DOUBLE,
longitude,longitude,,DOUBLE,
species,species,,TEXT,
site_info,site_info,,TEXT,
care_assistant,care_assistant,,TEXT,
y_coordinate,y_coordinate,,DOUBLE,
plant_date,plant_date,,DOUBLE,
location,location,,TEXT,
permit_notes,permit_notes,,TEXT,
dbh,dbh,,TEXT,
latitude,latitude,,DOUBLE,
address,address,,TEXT,
care_taker,care_taker,,TEXT,
site_order,site_order,,DOUBLE,
legal_status,legal_status,,TEXT,
plant_type,plant_type,,TEXT,
x_coordinate,x_coordinate,,DOUBLE,
plot_size,plot_size,,TEXT,
