original_column_name,column_name,column_description,data_format,value_description
id,id,,BIGINT,
uuid,uuid,,TEXT,
tech_uuid,tech_uuid,,TEXT,
partner_uuid,partner_uuid,,TEXT,
partner_name,partner_name,,TEXT,
title,title,,TEXT,
date,date,,DATETIME,
participants,participants,,TEXT,
partners,partners,,TEXT,
contact_id,contact_id,,BIGINT,
contact_name,contact_name,,TEXT,
applicant_number,applicant_number,,TEXT,
apply_end_date,apply_end_date,,DATE,
content,content,,TEXT,
remark,remark,,TEXT,
del,del,,BIGINT,
creator,creator,,BIGINT,
create_time,create_time,,DATETIME,
updator,updator,,BIGINT,
update_time,update_time,,DATETIME,
status,status,,BIGINT,
