original_column_name,column_name,column_description,data_format,value_description
trafficway_identifier,trafficway_identifier,,TEXT,
trafficway_identifier_2,trafficway_identifier_2,,TEXT,
rail_grade_crossing_identifier,rail_grade_crossing_identifier,,TEXT,
consecutive_number,consecutive_number,,DOUBLE,
minute_of_ems_arrival_at_hospital,minute_of_ems_arrival_at_hospital,,DOUBLE,
minute_of_crash,minute_of_crash,,DOUBLE,
related_factors_crash_level_1_name,related_factors_crash_level_1_name,,TEXT,
relation_to_junction_specific_location_name,relation_to_junction_specific_location_name,,TEXT,
hour_of_arrival_at_scene,hour_of_arrival_at_scene,,DOUBLE,
atmospheric_conditions,atmospheric_conditions,,DOUBLE,
related_factors_crash_level_3,related_factors_crash_level_3,,DOUBLE,
number_of_drunk_drivers,number_of_drunk_drivers,,DOUBLE,
day_of_week,day_of_week,,DOUBLE,
hour_of_ems_arrival_at_hospital,hour_of_ems_arrival_at_hospital,,DOUBLE,
type_of_intersection,type_of_intersection,,TEXT,
number_of_parked_working_vehicles,number_of_parked_working_vehicles,,DOUBLE,
hour_of_notification,hour_of_notification,,DOUBLE,
school_bus_related,school_bus_related,,TEXT,
city,city,,DOUBLE,
relation_to_junction_within_interchange_area,relation_to_junction_within_interchange_area,,TEXT,
first_harmful_event,first_harmful_event,,DOUBLE,
ownership_name,ownership_name,,TEXT,
relation_to_trafficway_name,relation_to_trafficway_name,,TEXT,
special_jurisdiction,special_jurisdiction,,DOUBLE,
minute_of_arrival_at_scene,minute_of_arrival_at_scene,,DOUBLE,
related_factors_crash_level_2_name,related_factors_crash_level_2_name,,TEXT,
route_signing_name,route_signing_name,,TEXT,
latitude,latitude,,DOUBLE,
atmospheric_conditions_1_name,atmospheric_conditions_1_name,,TEXT,
hour_of_crash,hour_of_crash,,DOUBLE,
atmospheric_conditions_name,atmospheric_conditions_name,,TEXT,
land_use_name,land_use_name,,TEXT,
state_number,state_number,,DOUBLE,
manner_of_collision,manner_of_collision,,DOUBLE,
number_of_forms_submitted_for_persons_in_motor_vehicles,number_of_forms_submitted_for_persons_in_motor_vehicles,,DOUBLE,
number_of_motor_vehicles_in_transport_mvit,number_of_motor_vehicles_in_transport_mvit,,DOUBLE,
first_harmful_event_name,first_harmful_event_name,,TEXT,
year_of_crash,year_of_crash,,DOUBLE,
related_factors_crash_level_3_name,related_factors_crash_level_3_name,,TEXT,
functional_system,functional_system,,DOUBLE,
related_factors_crash_level_1,related_factors_crash_level_1,,DOUBLE,
national_highway_system,national_highway_system,,DOUBLE,
atmospheric_conditions_2,atmospheric_conditions_2,,DOUBLE,
number_of_fatalities,number_of_fatalities,,DOUBLE,
relation_to_trafficway,relation_to_trafficway,,DOUBLE,
day_of_crash,day_of_crash,,DOUBLE,
minute_of_notification,minute_of_notification,,DOUBLE,
related_factors_crash_level_2,related_factors_crash_level_2,,DOUBLE,
timestamp_of_crash,timestamp_of_crash,,DOUBLE,
county,county,,DOUBLE,
special_jurisdiction_name,special_jurisdiction_name,,TEXT,
manner_of_collision_name,manner_of_collision_name,,TEXT,
light_condition,light_condition,,DOUBLE,
milepoint,milepoint,,DOUBLE,
light_condition_name,light_condition_name,,TEXT,
number_of_persons_in_motor_vehicles_in_transport_mvit,number_of_persons_in_motor_vehicles_in_transport_mvit,,DOUBLE,
number_of_persons_not_in_motor_vehicles_in_transport_mvit,number_of_persons_not_in_motor_vehicles_in_transport_mvit,,DOUBLE,
work_zone,work_zone,,TEXT,
functional_system_name,functional_system_name,,TEXT,
month_of_crash,month_of_crash,,DOUBLE,
longitude,longitude,,DOUBLE,
relation_to_junction_specific_location,relation_to_junction_specific_location,,DOUBLE,
number_of_vehicle_forms_submitted_all,number_of_vehicle_forms_submitted_all,,DOUBLE,
state_name,state_name,,TEXT,
number_of_forms_submitted_for_persons_not_in_motor_vehicles,number_of_forms_submitted_for_persons_not_in_motor_vehicles,,DOUBLE,
land_use,land_use,,DOUBLE,
route_signing,route_signing,,DOUBLE,
atmospheric_conditions_1,atmospheric_conditions_1,,DOUBLE,
atmospheric_conditions_2_name,atmospheric_conditions_2_name,,TEXT,
ownership,ownership,,DOUBLE,
