original_column_name,column_name,column_description,data_format,value_description
consecutive_number,consecutive_number,,DOUBLE,
vehicle_number,vehicle_number,,DOUBLE,
state_number,state_number,,DOUBLE,
plant_code,plant_code,,TEXT,
axle_type_rear_axle,axle_type_rear_axle,,TEXT,
vehicle_type_code,vehicle_type_code,,TEXT,
front_tire,front_tire,,DOUBLE,
model_code,model_code,,TEXT,
brakes_abs_code,brakes_abs_code,,TEXT,
valves_per_cylinder,valves_per_cylinder,,DOUBLE,
rear_tire_size_code,rear_tire_size_code,,TEXT,
vehicle_trim_3,vehicle_trim_3,,TEXT,
vehicle_type,vehicle_type,,TEXT,
battery_voltage,battery_voltage,,TEXT,
engine_model,engine_model,,TEXT,
front_tire_size,front_tire_size,,TEXT,
bed_length,bed_length,,TEXT,
bed_length_code,bed_length_code,,TEXT,
cylinder_count_code,cylinder_count_code,,TEXT,
tonnage_rating,tonnage_rating,,TEXT,
engine_manufacture,engine_manufacture,,TEXT,
drive_type_2,drive_type_2,,TEXT,
cycle_count,cycle_count,,DOUBLE,
marketing_year,marketing_year,,DOUBLE,
gross_vehicle_weights_range_code,gross_vehicle_weights_range_code,,DOUBLE,
brake_type_code,brake_type_code,,TEXT,
supercharge_flag_description,supercharge_flag_description,,TEXT,
origin,origin,,TEXT,
type_of_fuel,type_of_fuel,,TEXT,
vehicle_make,vehicle_make,,TEXT,
num_of_barrels,num_of_barrels,,TEXT,
block_type,block_type,,TEXT,
head_configuration_1,head_configuration_1,,TEXT,
battery_type,battery_type,,TEXT,
body_style_code,body_style_code,,TEXT,
drive_type_1,drive_type_1,,TEXT,
carburetion_types_code,carburetion_types_code,,TEXT,
origin_code,origin_code,,TEXT,
brake_type,brake_type,,TEXT,
country_sold,country_sold,,TEXT,
num_of_wheels_by_power_train,num_of_wheels_by_power_train,,DOUBLE,
type_of_fuel_code,type_of_fuel_code,,TEXT,
cab_configuration_code,cab_configuration_code,,TEXT,
turbocharger_flag_description,turbocharger_flag_description,,TEXT,
shipping_weight,shipping_weight,,TEXT,
plant_state,plant_state,,TEXT,
fuel,fuel,,TEXT,
cab_configuration,cab_configuration,,TEXT,
rear_tire_size,rear_tire_size,,TEXT,
motorcycles_body_style_code,motorcycles_body_style_code,,TEXT,
carburetion_types,carburetion_types,,TEXT,
valves_total,valves_total,,DOUBLE,
vehicle_trim,vehicle_trim,,TEXT,
displacement_cc,displacement_cc,,DOUBLE,
restraint_type,restraint_type,,TEXT,
security_type,security_type,,TEXT,
vehicle_trim_1,vehicle_trim_1,,TEXT,
number_of_wheels,number_of_wheels,,DOUBLE,
vehicle_trim_4,vehicle_trim_4,,TEXT,
base_price,base_price,,TEXT,
supercharge_flag,supercharge_flag,,TEXT,
battery_type_code,battery_type_code,,TEXT,
plant_city,plant_city,,TEXT,
displacement_liters,displacement_liters,,DOUBLE,
rear_tire_pressure,rear_tire_pressure,,DOUBLE,
motorcycles_body_style,motorcycles_body_style,,TEXT,
duty_type,duty_type,,TEXT,
is_incomplete,is_incomplete,,TEXT,
front_tire_pressure,front_tire_pressure,,DOUBLE,
daytime_running_lights_1,daytime_running_lights_1,,TEXT,
rear_tire,rear_tire,,DOUBLE,
axle_type_front_axle,axle_type_front_axle,,TEXT,
displacement_cid,displacement_cid,,DOUBLE,
make_name,make_name,,TEXT,
axle_type_front_axle_code,axle_type_front_axle_code,,TEXT,
standard_segmentation_code,standard_segmentation_code,,TEXT,
country_sold_code,country_sold_code,,TEXT,
plant_country_code,plant_country_code,,TEXT,
vehicle_manufacturer_name,vehicle_manufacturer_name,,TEXT,
body_style,body_style,,TEXT,
brakes_abs_description,brakes_abs_description,,TEXT,
distance_between_axles_for_particular_series,distance_between_axles_for_particular_series,,TEXT,
num_of_doors,num_of_doors,,DOUBLE,
plant_country,plant_country,,TEXT,
vehicle_manufacturer_code,vehicle_manufacturer_code,,TEXT,
restraint_type_code,restraint_type_code,,TEXT,
duty_type_code,duty_type_code,,TEXT,
state_name,state_name,,TEXT,
standard_segmentation,standard_segmentation,,TEXT,
gross_vehicle_weights_range,gross_vehicle_weights_range,,TEXT,
fuel_code,fuel_code,,TEXT,
daytime_running_lights_2,daytime_running_lights_2,,TEXT,
head_configuration_2,head_configuration_2,,TEXT,
security_type_code,security_type_code,,TEXT,
axle_type_rear_axle_code,axle_type_rear_axle_code,,TEXT,
total_battery_power,total_battery_power,,TEXT,
engine_manufacture_code,engine_manufacture_code,,TEXT,
front_tire_size_code,front_tire_size_code,,TEXT,
distance_between_axles_for_base_model,distance_between_axles_for_base_model,,DOUBLE,
vehicle_trim_2,vehicle_trim_2,,TEXT,
turbocharger_flag,turbocharger_flag,,TEXT,
variable_valve_timing_flag,variable_valve_timing_flag,,TEXT,
plant_state_code,plant_state_code,,TEXT,
engine_code,engine_code,,TEXT,
