original_column_name,column_name,column_description,data_format,value_description
VERSION,VERSION,,TEXT,
DIMENSION_HASH,DIMENSION_HASH,,TEXT,
SUBMISSION_NUMBER,SUBMISSION_NUMBER,,TEXT,
MEASURE_TAG,MEASURE_TAG,,TEXT,
NUM_DIMENSIONS,NUM_DIMENSIONS,,DOUBLE,
DATE_FRACTION,DATE_FRACTION,,DOUBLE,
DECIMAL,DECIMAL,,DOUBLE,
IPRX,IPRX,,DOUBLE,
UNITS,UNITS,,TEXT,
FOOTNOTE,FOOTNOTE,,TEXT,
PERIOD_END_DATE,PERIOD_END_DATE,,DOUBLE,
COMPANY_NAME,COMPANY_NAME,,TEXT,
COREGISTRANT,COREGISTRANT,,TEXT,
VALUE,VALUE,,DOUBLE,
NUMBER_OF_QUARTERS,NUMBER_OF_QUARTERS,,DOUBLE,
FOOTNOTE_LENGTH,FOOTNOTE_LENGTH,,DOUBLE,
DURATION_FRACTION,DURATION_FRACTION,,DOUBLE,
