original_column_name,column_name,column_description,data_format,value_description
version,version,,TEXT,
measure_tag,measure_tag,,TEXT,
submission_number,submission_number,,TEXT,
dimension_hash,dimension_hash,,TEXT,
period_end_date,period_end_date,,DOUBLE,
num_quarters,num_quarters,,DOUBLE,
coregistrant,coregistrant,,TEXT,
date_fraction,date_fraction,,DOUBLE,
context,context,,TEXT,
language,language,,TEXT,
duration_fraction,duration_fraction,,DOUBLE,
escaped,escaped,,BOOLEAN,
value,value,,TEXT,
footnote_length,footnote_length,,DOUBLE,
source_length,source_length,,DOUBLE,
text_length,text_length,,DOUBLE,
iprx,iprx,,DOUBLE,
num_dimensions,num_dimensions,,DOUBLE,
footnote,footnote,,TEXT,
language_decimal,language_decimal,,DOUBLE,
