original_column_name,column_name,column_description,data_format,value_description
HTAN_Biospecimen_ID,HTAN_Biospecimen_ID,,TEXT,
Source_HTAN_Biospecimen_ID,Source_HTAN_Biospecimen_ID,,TEXT,
HTAN_Parent_ID,HTAN_Parent_ID,,TEXT,
Uuid,Uuid,,TEXT,
entityId,entityId,,TEXT,
Adjacent_Biospecimen_IDs,Adjacent_Biospecimen_IDs,,TEXT,
Additional_Topography,Additional_Topography,,TEXT,
Fixative_Type,Fixative_Type,,TEXT,
Component,Component,,TEXT,
Manifest_Version,Manifest_Version,,DOUBLE,
Protocol_Link,Protocol_Link,,TEXT,
Topography_Code,Topography_Code,,TEXT,
Storage_Method,Storage_Method,,TEXT,
Ischemic_Temperature,Ischemic_Temperature,,TEXT,
Ischemic_Time,Ischemic_Time,,TEXT,
Preinvasive_Morphology,Preinvasive_Morphology,,TEXT,
Histologic_Morphology_Code,Histologic_Morphology_Code,,TEXT,
Timepoint_Label,Timepoint_Label,,TEXT,
HTAN_Center,HTAN_Center,,TEXT,
Collection_Days_from_Index,Collection_Days_from_Index,,TEXT,
Preservation_Method,Preservation_Method,,TEXT,
Data_Release,Data_Release,,TEXT,
Processing_Days_from_Index,Processing_Days_from_Index,,TEXT,
Collection_Media,Collection_Media,,TEXT,
Acquisition_Method_Type,Acquisition_Method_Type,,TEXT,
Biospecimen_Type,Biospecimen_Type,,TEXT,
