original_column_name,column_name,column_description,data_format,value_description
iObs,iObs,,DOUBLE,
cell_type_ontology_term_id,cell_type_ontology_term_id,,TEXT,
development_stage_ontology_term_id,development_stage_ontology_term_id,,TEXT,
batch,batch,,TEXT,
organism_ontology_term_id,organism_ontology_term_id,,TEXT,
disease_ontology_term_id,disease_ontology_term_id,,TEXT,
assay_ontology_term_id,assay_ontology_term_id,,TEXT,
sex_ontology_term_id,sex_ontology_term_id,,TEXT,
HTAN_Biospecimen_ID,HTAN_Biospecimen_ID,,TEXT,
self_reported_ethnicity_ontology_term_id,self_reported_ethnicity_ontology_term_id,,TEXT,
HTAN_Participant_ID,HTAN_Participant_ID,,TEXT,
feature_reference,feature_reference,,TEXT,
iVar,iVar,,DOUBLE,
donor_id,donor_id,,TEXT,
tissue_ontology_term_id,tissue_ontology_term_id,,TEXT,
clusters,clusters,,DOUBLE,
sex,sex,,TEXT,
feature_is_filtered,feature_is_filtered,,BOOLEAN,
total_counts,total_counts,,DOUBLE,
PLCG2_Tumor_Subclone,PLCG2_Tumor_Subclone,,TEXT,
tissue,tissue,,TEXT,
IPF_a1,IPF_a1,,DOUBLE,
IPF_Fibrotic,IPF_Fibrotic,,DOUBLE,
assay,assay,,TEXT,
log1p_n_genes_by_counts,log1p_n_genes_by_counts,,DOUBLE,
IPF_associated,IPF_associated,,DOUBLE,
cell_type_cluster,cell_type_cluster,,TEXT,
IPF_Monocytic,IPF_Monocytic,,DOUBLE,
cell_type,cell_type,,TEXT,
IPF_a2,IPF_a2,,DOUBLE,
log1p_total_counts,log1p_total_counts,,DOUBLE,
n_genes_by_counts,n_genes_by_counts,,DOUBLE,
mito_frac,mito_frac,,DOUBLE,
procedure,procedure,,TEXT,
feature_biotype,feature_biotype,,TEXT,
author_cell_type,author_cell_type,,TEXT,
X_value,X_value,,DOUBLE,
suspension_type,suspension_type,,TEXT,
feature_name,feature_name,,TEXT,
self_reported_ethnicity,self_reported_ethnicity,,TEXT,
RBP_frac,RBP_frac,,DOUBLE,
is_primary_data,is_primary_data,,BOOLEAN,
organism,organism,,TEXT,
treatment,treatment,,TEXT,
Mo_M_metacluster,Mo_M_metacluster,,TEXT,
IPF_a3,IPF_a3,,DOUBLE,
development_stage,development_stage,,TEXT,
disease,disease,,TEXT,
