original_column_name,column_name,column_description,data_format,value_description
Manifest_Id,Manifest_Id,,TEXT,
entityId,entityId,,TEXT,
Id,Id,,TEXT,
md5,md5,,TEXT,
HTAN_Data_File_ID,HTAN_Data_File_ID,,TEXT,
HTAN_Parent_Biospecimen_ID,HTAN_Parent_Biospecimen_ID,,TEXT,
HTAN_Center,HTAN_Center,,TEXT,
Manifest_Version,Manifest_Version,,DOUBLE,
File_Format,File_Format,,TEXT,
File_Size,File_Size,,DOUBLE,
CDS_Release,CDS_Release,,TEXT,
Filename,Filename,,TEXT,
Component,Component,,TEXT,
Data_Release,Data_Release,,TEXT,
Assay_Type,Assay_Type,,TEXT,
