original_column_name,column_name,column_description,data_format,value_description
HTAN_Biospecimen_ID,HTAN_Biospecimen_ID,,TEXT,
Source_entityId,Source_entityId,,TEXT,
CellID,CellID,,DOUBLE,
HTAN_Data_File_ID,HTAN_Data_File_ID,,TEXT,
Vimentin,Vimentin,,DOUBLE,
Extent,Extent,,DOUBLE,
Solidity,Solidity,,DOUBLE,
CD3d,CD3d,,DOUBLE,
CD4,CD4,,DOUBLE,
AR,AR,,DOUBLE,
CD44,CD44,,DOUBLE,
PD1,PD1,,DOUBLE,
p21,p21,,DOUBLE,
CK19,CK19,,DOUBLE,
HLA_DR,HLA_DR,,DOUBLE,
p53,p53,,DOUBLE,
A647,A647,,DOUBLE,
Ecad,Ecad,,DOUBLE,
Hoechst6,Hoechst6,,DOUBLE,
ER,ER,,DOUBLE,
LaminA_C,LaminA_C,,DOUBLE,
CK5,CK5,,DOUBLE,
EGFR,EGFR,,DOUBLE,
CD8a,CD8a,,DOUBLE,
Hoechst3,Hoechst3,,DOUBLE,
HLAA,HLAA,,DOUBLE,
PDL1_1,PDL1_1,,DOUBLE,
GranB,GranB,,DOUBLE,
SMA,SMA,,DOUBLE,
Hoechst5,Hoechst5,,DOUBLE,
HER2,HER2,,DOUBLE,
Ki67,Ki67,,DOUBLE,
Eccentricity,Eccentricity,,DOUBLE,
Y_centroid,Y_centroid,,DOUBLE,
CD11c,CD11c,,DOUBLE,
Area,Area,,DOUBLE,
Orientation,Orientation,,DOUBLE,
CD163,CD163,,DOUBLE,
Hoechst7,Hoechst7,,DOUBLE,
MajorAxisLength,MajorAxisLength,,DOUBLE,
A488,A488,,DOUBLE,
CD11b,CD11b,,DOUBLE,
Hoechst9,Hoechst9,,DOUBLE,
CD57,CD57,,DOUBLE,
CD15,CD15,,DOUBLE,
CK17,CK17,,DOUBLE,
pRB,pRB,,DOUBLE,
A555,A555,,DOUBLE,
CD68,CD68,,DOUBLE,
pERK,pERK,,DOUBLE,
Hoechst1,Hoechst1,,DOUBLE,
aSMA,aSMA,,DOUBLE,
PR,PR,,DOUBLE,
CD3_Rat,CD3_Rat,,DOUBLE,
Hoechst2,Hoechst2,,DOUBLE,
HTAN_Center,HTAN_Center,,TEXT,
FOXP3,FOXP3,,DOUBLE,
MinorAxisLength,MinorAxisLength,,DOUBLE,
PolICTD,PolICTD,,DOUBLE,
X_centroid,X_centroid,,DOUBLE,
Hoechst8,Hoechst8,,DOUBLE,
PDL1_2,PDL1_2,,DOUBLE,
CK14,CK14,,DOUBLE,
panCK,panCK,,DOUBLE,
Hoechst4,Hoechst4,,DOUBLE,
Hoechst10,Hoechst10,,DOUBLE,
CD20,CD20,,DOUBLE,
CD45,CD45,,DOUBLE,
PCNA,PCNA,,DOUBLE,
Source_filename,Source_filename,,TEXT,
HLA_DPB1,HLA_DPB1,,DOUBLE,
PDPN,PDPN,,DOUBLE,
H2ax,H2ax,,DOUBLE,
