original_column_name,column_name,column_description,data_format,value_description
HTAN_Data_File_ID,HTAN_Data_File_ID,,TEXT,
Id,Id,,TEXT,
HTAN_Participant_ID,HTAN_Participant_ID,,TEXT,
Image_ID,Image_ID,,TEXT,
entityId,entityId,,TEXT,
Manifest_Id,Manifest_Id,,TEXT,
HTAN_Parent_Biospecimen_ID,HTAN_Parent_Biospecimen_ID,,TEXT,
md5,md5,,TEXT,
Filename,Filename,,TEXT,
Microscope,Microscope,,TEXT,
NominalMagnification,NominalMagnification,,TEXT,
File_Format,File_Format,,TEXT,
SizeT,SizeT,,TEXT,
Pyramid,Pyramid,,TEXT,
Comment,Comment,,TEXT,
Protocol_Link,Protocol_Link,,TEXT,
PhysicalSizeXUnit,PhysicalSizeXUnit,,TEXT,
CDS_Release,CDS_Release,,TEXT,
PhysicalSizeY,PhysicalSizeY,,TEXT,
Objective,Objective,,TEXT,
Data_Release,Data_Release,,TEXT,
Tseries,Tseries,,TEXT,
SizeX,SizeX,,TEXT,
File_Size,File_Size,,DOUBLE,
Component,Component,,TEXT,
PhysicalSizeYUnit,PhysicalSizeYUnit,,TEXT,
SizeC,SizeC,,TEXT,
Imaging_Assay_Type,Imaging_Assay_Type,,TEXT,
PlaneCount,PlaneCount,,TEXT,
Frame_Averaging,Frame_Averaging,,TEXT,
SizeZ,SizeZ,,TEXT,
DimensionOrder,DimensionOrder,,TEXT,
Software_and_Version,Software_and_Version,,TEXT,
PixelType,PixelType,,TEXT,
PhysicalSizeX,PhysicalSizeX,,TEXT,
Zstack,Zstack,,TEXT,
SizeY,SizeY,,TEXT,
Channel_Metadata_Filename,Channel_Metadata_Filename,,TEXT,
Manifest_Version,Manifest_Version,,DOUBLE,
Passed_QC,Passed_QC,,TEXT,
HTAN_Center,HTAN_Center,,TEXT,
Pixels_BigEndian,Pixels_BigEndian,,TEXT,
