original_column_name,column_name,column_description,data_format,value_description
field_forest_type_code,field_forest_type_code,,DOUBLE,
treatment_code_2,treatment_code_2,,DOUBLE,
all_live_stocking_code,all_live_stocking_code,,DOUBLE,
site_tree_tree_number,site_tree_tree_number,,DOUBLE,
administratively_withdrawn_code,administratively_withdrawn_code,,TEXT,
unique_condition,unique_condition,,TEXT,
site_productivity_class_code_estimated,site_productivity_class_code_estimated,,DOUBLE,
habitat_type_code_1,habitat_type_code_1,,TEXT,
treatment_code_3,treatment_code_3,,DOUBLE,
harvest_type_code_2_southern_research_station,harvest_type_code_2_southern_research_station,,DOUBLE,
disturbance_code_1,disturbance_code_1,,DOUBLE,
present_ground_land_class_pacific_northwest_research_station,present_ground_land_class_pacific_northwest_research_station,,DOUBLE,
inventory_cycle_number,inventory_cycle_number,,DOUBLE,
canopy_cover_sample_method_code,canopy_cover_sample_method_code,,DOUBLE,
site_class_method,site_class_method,,DOUBLE,
forest_type_code_calculated,forest_type_code_calculated,,DOUBLE,
owner_group_code,owner_group_code,,DOUBLE,
disturbance_code_3,disturbance_code_3,,DOUBLE,
harvest_type_code_3_southern_research_station,harvest_type_code_3_southern_research_station,,DOUBLE,
growingstock_stocking_code,growingstock_stocking_code,,TEXT,
stand_structure_code_pacific_northwest_research_station,stand_structure_code_pacific_northwest_research_station,,DOUBLE,
harvest_type_code_1_southern_research_station,harvest_type_code_1_southern_research_station,,DOUBLE,
inventory_subcycle_number,inventory_subcycle_number,,DOUBLE,
operability_southern_research_station,operability_southern_research_station,,DOUBLE,
created_in_instance,created_in_instance,,DOUBLE,
physiographic_class_code,physiographic_class_code,,DOUBLE,
habitat_type_code_2_publication_code,habitat_type_code_2_publication_code,,TEXT,
land_cover_class,land_cover_class,,DOUBLE,
owner_class_code,owner_class_code,,DOUBLE,
habitat_type_code_1_publication_code,habitat_type_code_1_publication_code,,TEXT,
mapping_density,mapping_density,,DOUBLE,
disturbance_code_2,disturbance_code_2,,DOUBLE,
phase_2_plot_number,phase_2_plot_number,,DOUBLE,
field_standsize_class_code,field_standsize_class_code,,DOUBLE,
county_code,county_code,,DOUBLE,
site_productivity_class_code,site_productivity_class_code,,DOUBLE,
nonforest_condition_nonsampled_reason_code,nonforest_condition_nonsampled_reason_code,,DOUBLE,
land_use_southern_research_station,land_use_southern_research_station,,DOUBLE,
habitat_type_code_2,habitat_type_code_2,,TEXT,
condition_class_number,condition_class_number,,DOUBLE,
dwm_condition_fuelbed_type_code,dwm_condition_fuelbed_type_code,,TEXT,
sequence_number,sequence_number,,DOUBLE,
modified_in_instance,modified_in_instance,,DOUBLE,
treatment_code_1,treatment_code_1,,DOUBLE,
industrial_code_in_fiadb,industrial_code_in_fiadb,,TEXT,
owner_subclass_code,owner_subclass_code,,TEXT,
soil_rooting_depth_pacific_northwest_research_station,soil_rooting_depth_pacific_northwest_research_station,,DOUBLE,
stump_code_pacific_northwest_research_station,stump_code_pacific_northwest_research_station,,TEXT,
plot_sequence_number,plot_sequence_number,,DOUBLE,
site_index_species_code,site_index_species_code,,DOUBLE,
condition_nonsampled_reason_code,condition_nonsampled_reason_code,,DOUBLE,
state_code,state_code,,DOUBLE,
forest_type_code,forest_type_code,,DOUBLE,
stand_condition_code_pacific_northwest_research_station,stand_condition_code_pacific_northwest_research_station,,DOUBLE,
survey_unit_code,survey_unit_code,,DOUBLE,
stand_structure_southern_research_station,stand_structure_southern_research_station,,DOUBLE,
administrative_forest_code,administrative_forest_code,,DOUBLE,
standsize_class_code,standsize_class_code,,DOUBLE,
stand_origin_species_code,stand_origin_species_code,,DOUBLE,
mixed_conifer_code,mixed_conifer_code,,TEXT,
fieldrecorded_stand_age,fieldrecorded_stand_age,,DOUBLE,
dwm_condition_fuelbed_type_code_name,dwm_condition_fuelbed_type_code_name,,TEXT,
volume_location_group,volume_location_group,,TEXT,
fire_southern_research_station_name,fire_southern_research_station_name,,TEXT,
condition_status_code,condition_status_code,,DOUBLE,
disturbance_code_1_name,disturbance_code_1_name,,TEXT,
slope,slope,,DOUBLE,
chaining_code,chaining_code,,BOOLEAN,
habitat_type_code_1_description_publication_code,habitat_type_code_1_description_publication_code,,TEXT,
present_nonforest_code,present_nonforest_code,,DOUBLE,
nonforest_condition_status_code,nonforest_condition_status_code,,DOUBLE,
reserve_code_field_name,reserve_code_field_name,,TEXT,
administrative_forest_code_name,administrative_forest_code_name,,TEXT,
land_cover_class_name,land_cover_class_name,,TEXT,
canopy_cover_sample_method_code_name,canopy_cover_sample_method_code_name,,TEXT,
disturbance_year_3,disturbance_year_3,,DOUBLE,
county_code_name,county_code_name,,TEXT,
nonforest_condition_status_code_name,nonforest_condition_status_code_name,,TEXT,
owner_subclass_code_name,owner_subclass_code_name,,TEXT,
reserve_code_field,reserve_code_field,,BOOLEAN,
volume_location_group_name,volume_location_group_name,,TEXT,
mapping_density_name,mapping_density_name,,TEXT,
private_owner_industrial_status_code_name,private_owner_industrial_status_code_name,,TEXT,
basal_area_per_acre_of_live_trees,basal_area_per_acre_of_live_trees,,DOUBLE,
live_plus_missing_canopy_cover_percent,live_plus_missing_canopy_cover_percent,,DOUBLE,
modified_date,modified_date,,DATE,
administratively_withdrawn_code_name,administratively_withdrawn_code_name,,TEXT,
standsize_class_code_name,standsize_class_code_name,,TEXT,
carbon_in_understory_belowground,carbon_in_understory_belowground,,DOUBLE,
treatment_year_3,treatment_year_3,,DOUBLE,
field_standsize_class_code_name,field_standsize_class_code_name,,TEXT,
owner_class_code_name,owner_class_code_name,,TEXT,
stand_condition_code_pacific_northwest_research_station_name,stand_condition_code_pacific_northwest_research_station_name,,TEXT,
habitat_type_code_2_description_publication_code,habitat_type_code_2_description_publication_code,,TEXT,
growingstock_stocking_percent,growingstock_stocking_percent,,DOUBLE,
